ID,PSE_vel0,PSE_pursuitL,PSE_pursuitR,PSE_vel25L,PSE_vel25R,PSE_vel50L,PSE_vel50R,DT25_vel0,DT25_pursuitL,DT25_pursuitR,DT25_vel25L,DT25_vel25R,DT25_vel50L,DT25_vel50R,DT75_vel0,DT75_pursuitL,DT75_pursuitR,DT75_vel25L,DT75_vel25R,DT75_vel50L,DT75_vel50R
400,-0.5566894846914504,-0.5566894846914504,-0.5566894846914504,5.83389738382263,-12.509271437389279,12.608081776241749,-14.244303465492532,-2.323018923641141,-2.323018923641141,-2.323018923641141,3.1107474784368505,-14.186876056513654,9.068168622950473,-17.06980174969789,1.2096399542582406,1.2096399542582406,1.2096399542582406,8.55704728920841,-10.831666818264903,16.147994929533027,-11.418805181287171
401,-4.206395168762896,-2.5160387039773613,-4.206395168762896,7.700968644693611,-14.429516862801135,13.156041010426856,-14.226326403184492,-5.974847473011951,-7.487257562278471,-5.974847473011951,1.8559110313005363,-23.62148122696734,6.969222775917856,-17.066410373774943,-2.437942864513839,2.455180154323748,-2.437942864513839,13.546026258086691,-5.237552498634937,19.342859244935852,-11.38624243259404
402,2.501143758463714,-4.166691452325746,-2.498994295669891,0.5566894846914535,-10.80422103829164,6.100795755968171,-18.213057166908754,0.1808822344212877,-6.888701923525254,-4.177562817573856,-1.209639954258237,-12.573534386811671,-0.5415464260409513,-22.22525375508178,4.82140528250614,-1.4446809811262358,-0.8204257737659262,2.3230189236411447,-9.03490768977161,12.743137937977295,-14.200860578735728
403,5.773315411515927,-2.7337141440241313,7.479729028875201,4.196642020369172,9.349936756875454,0.9065233867646882,12.531110739503179,3.996720762197242,-7.162783113138439,5.156747223577135,-0.3073563617287567,4.739675871251162,-6.762315235695408,10.057912975752838,7.549910060834613,1.6953548250901775,9.802710834173268,8.700640402467101,13.960197642499745,8.57536200922478,15.004308503253519
405,3.2103925829741375,0.5566894846914535,-2.501143758463707,4.1691395819400565,-4.206395168762896,14.196774214565009,-5.800867365133493,-0.6419321461148222,-1.209639954258237,-4.821405282506133,1.448291638504907,-5.974847473011951,12.426370006605481,-7.569333953135148,7.062717312063101,2.3230189236411447,-0.18088223442128104,6.889987525375206,-2.437942864513839,15.967178422524537,-4.032400777131838
406,0.0018601836554258822,-4.18372899058962,2.5524164376266216,5.851634509740663,-25.04288305796573,13.472172393733723,-10.881829641744075,-1.7870711487889317,-7.858743096543641,-3.087803977605266,2.1386005150516576,-26.82485833233531,8.513279629552914,-20.15914224511166,1.7907915160997845,-0.5087148846355976,8.192636852858513,9.564668504429669,-23.260907783596153,18.43106515791453,-1.604517038376489
408,-9.219692268824573,0.8588158152551681,-9.68139205381766,6.799376097306755,-15.01748498368009,13.70878470720477,-25.173031496216957,-12.983980317186678,-5.6113514912611935,-16.492419992802077,-3.6334658898267236,-20.860361306495346,6.5139348374329495,-38.663944823719106,-5.455404220462471,7.3289831217715244,-2.870364114833248,17.232218084440234,-9.17460866086483,20.90363457697659,-11.682118168714789
409,0.038816533579765354,-5.645362263924777,-2.5151381474030154,10.924688465721117,-17.511981867037,6.77815392904766,-29.03524849657293,-2.778058346003868,-8.458126593741886,-6.751777859763453,7.115730182638865,-19.20696363606749,-4.443769437807218,-36.947556021324985,2.855691413163399,-2.83259793410767,1.7215015649574195,14.733646748803364,-15.817000098006512,18.000077295902535,-21.122940971820878
410,0.8053417753029217,4.206395168762905,-5.800867365133493,4.180934011592208,-5.800867365133493,5.802660233077101,-14.196774214565092,-0.9641171568248861,2.4379428645138495,-7.569333953135148,0.47413174096966726,-7.569333953135148,4.033959095505564,-15.96717842252462,2.57480070743073,5.974847473011962,-4.032400777131838,7.887736282214752,-4.032400777131838,7.57136137064864,-12.426370006605563
411,2.170001940899759,2.4946942240019205,-2.894921198655645,0.8272954756711973,-5.848181975061477,9.847393281623397,-9.161720690208412,0.4589799742199714,-0.9006979432599773,-4.891814728852899,-4.4047482209151125,-9.565636785922504,2.356974719663044,-11.056027538898116,3.8810239075795447,5.890086391263819,-0.8980276684583919,6.059339172257507,-2.130727164200456,17.337811843583747,-7.267413841518708
412,-4.211746348589908,-0.832316991143667,-5.848181975061477,0.7902519611982654,-11.046195107546584,11.660866402307017,-25.96822303050055,-8.805888296067351,-3.550957995918221,-9.565636785922504,-4.394109653123637,-15.745490668074815,-1.3616290537976852,-30.388961931126882,0.38239559888754204,1.8863240136308888,-2.130727164200456,5.974613575520172,-6.3468995470183565,24.683361858411715,-21.54748412987421
413,-0.17557845033592523,-0.833469356115285,-0.7994692179260846,4.367912060712002,-5.652216573502949,6.339148142178583,-20.40151092787756,-4.728632034057721,-4.5256386688527215,-5.989071799453578,-2.7898089300271316,-8.441028985975894,-2.141687633909207,-28.607373420234776,4.377475133385872,2.858699956622151,4.390133363601407,11.525633051451141,-2.863404161030004,14.819983918266372,-12.195648435520342
414,-12.509271437389279,-4.180934011592235,-7.479729028875188,-0.8441023549584687,-7.535924614417933,4.180934011592208,-7.533805278347362,-14.186876056513654,-7.887736282214776,-9.802710834173254,-2.7330011096344347,-10.964098672645498,0.47413174096966726,-10.962324012748072,-10.831666818264903,-0.4741317409696908,-5.156747223577121,1.0447963997174972,-4.107750556190366,7.887736282214752,-4.105286543946653
415,4.943232926110144,-2.5026599006179997,0.5566894846914535,4.1976360397219565,-2.499795371327836,11.040972101738737,-5.776743543155911,2.0093207179526424,-5.899902653814745,-1.209639954258237,2.422328119101988,-4.819899276684503,6.345158196293089,-8.789214380382134,7.877145134267646,0.8945828525787438,2.3230189236411447,5.972943960341924,-0.17969146597116703,15.736786007184383,-2.7642727059296894
416,-5.800867365133493,4.298510568735317,-7.632656066400523,5.803530354848421,-14.244303465492532,16.894056802931043,-25.04288305796573,-7.569333953135148,-0.9293475910017168,-12.691610326786979,4.0353472138011,-17.06980174969789,9.524330904360315,-26.82485833233531,-4.032400777131838,9.526368728472352,-2.573701806014066,7.57171349589574,-11.418805181287171,24.26378270150177,-23.260907783596153
417,-12.51862950091315,-11.217715943064402,-14.898620975459796,-6.147289351382223,-4.178648002198064,4.269218817537631,-11.842095506587924,-14.862646777422908,-14.187156340953864,-19.170956470005272,-13.403386798452246,-7.8695424264222815,-1.6214229539800602,-19.555206668505242,-10.17461222440339,-8.24827554517494,-10.626285480914321,1.1088080956877961,-0.48775357797384755,10.159860589055324,-4.128984344670607
418,5.802660233077101,2.501143758463714,-7.518920458313499,-0.832316991143667,-5.8339252263938,9.43767398223576,-12.522042339699697,4.033959095505564,0.1808822344212877,-10.943050295841278,-3.550957995918221,-8.557263927400133,4.058030104076211,-14.87555912465689,7.57136137064864,4.82140528250614,-4.094790620785716,1.8863240136308888,-3.1105865253874683,14.81731786039531,-10.168525554742502
419,-4.244979197651668,-4.206395168762896,-12.147674023940471,-0.8515940257987791,-5.9968948344156665,4.394855872411329,-6.878093819533279,-8.039995694474758,-5.974847473011951,-13.857205067448643,-6.696485497514633,-11.937691732561252,-3.467551705363862,-17.932140288195722,-0.4499627008285758,-2.437942864513839,-10.4381429804323,4.993297445917073,-0.056097936270081306,12.257263450186523,4.175952649129172
420,-4.166691452325746,9.094264031212026,4.14621407801753,-7.535924614417933,-5.848181975061477,2.2312129643501932,-4.324846054860473,-6.888701923525254,6.271546479999179,1.45998886254824,-10.964098672645498,-9.565636785922504,-4.9219394309036035,-8.949898451820985,-1.4446809811262358,11.916981582424876,6.832439293486819,-4.107750556190366,-2.130727164200456,9.384365359603983,0.3002063421000445
421,-2.0125750569000007,-0.7928746390995456,-2.521950584962101,-4.320461385638204,-10.663858476890185,26.063480511461247,-23.392811215773275,-4.499796577269415,-4.479474866341667,-4.3230840869174765,-10.851995243465646,-15.42668004332193,21.272192730885678,-28.247420089520233,0.4746464634694143,2.8937255881425754,-0.7208170830067249,2.2110724721892367,-5.901036910458441,30.854768292036816,-18.538202342026317
